speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
2.0,47.67139316722751,"[[46.03556285516871, -156.28229087149472], [46.03302075982023, -156.1838833374888], [46.08778282310792, -156.8545312290826], [46.12329175801272, -158.26000280410517]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.74989318847656, 37.38991928100586], [153.74984741210938, 37.01740646362305], [152.1070556640625, 37.3901481628418], [152.10699462890625, 37.017635345458984]]","[-0.9999997019767761, 0.0001391489786328748]"
2.0,47.77139316871762,"[[46.03889742350525, -156.281171869117], [46.037947297083335, -156.19418755451363], [46.09013958146588, -156.8970345582144], [46.12082220283944, -158.34835324979912]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.6980743408203, 37.389923095703125], [153.69802856445312, 37.01741027832031], [152.05523681640625, 37.39015197753906], [152.05519104003906, 37.01763916015625]]","[-0.999998927116394, 0.0001391488767694682]"
2.0,47.87139317020774,"[[46.03572664883673, -156.28762098055896], [46.0317700974058, -156.18332054846073], [46.08537324699504, -156.84491504560495], [46.11980978585089, -158.2492650197373]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.65415954589844, 37.389923095703125], [153.6540985107422, 37.01741027832031], [152.01132202148438, 37.39015197753906], [152.01126098632812, 37.01763916015625]]","[-0.9999979138374329, 0.0001391487312503159]"
2.0,47.971393171697855,"[[46.04168113499536, -156.27470436940482], [46.04344833154195, -156.2077655828815], [46.09381928063439, -156.9608099091594], [46.12079989639517, -158.47126901156457]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.616943359375, 37.389923095703125], [153.6168975830078, 37.01741027832031], [151.97410583496094, 37.39015197753906], [151.97406005859375, 37.01763916015625]]","[-0.9999968409538269, 0.00013914858573116362]"
2.0,48.07139317318797,"[[46.037435697492334, -156.27853001060754], [46.035578819202314, -156.19233761810992], [46.08848688160636, -156.87866196858545], [46.12280817085549, -158.28392227692936]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.58541870117188, 37.389923095703125], [153.5853729248047, 37.01741027832031], [151.9425811767578, 37.39015197753906], [151.94253540039062, 37.01763916015625]]","[-0.9999957084655762, 0.0001391484256600961]"
2.0,48.17139317467809,"[[46.03873028808603, -156.28260170118833], [46.036591650004254, -156.19229054202347], [46.08767220362537, -156.88228478920314], [46.11836982512506, -158.31228977902114]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.5587158203125, 37.389923095703125], [153.55865478515625, 37.01741027832031], [151.91587829589844, 37.39015197753906], [151.9158172607422, 37.01763916015625]]","[-0.999994695186615, 0.00013914828014094383]"
2.0,48.2713931761682,"[[46.03899185294194, -156.2789130496873], [46.03799635871468, -156.19707620210596], [46.09037483558108, -156.8953115485398], [46.123327411524166, -158.31746027270123]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.53604125976562, 37.389923095703125], [153.53599548339844, 37.01741027832031], [151.89321899414062, 37.39015197753906], [151.89315795898438, 37.01763916015625]]","[-0.9999937415122986, 0.00013914814917370677]"
2.0,48.37139317765832,"[[46.043757274756324, -156.27012196125696], [46.04631577686628, -156.21015106144992], [46.095092120386965, -156.97882809948757], [46.11973125723211, -158.50335333915083]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.51686096191406, 37.389923095703125], [153.51681518554688, 37.01741027832031], [151.8740234375, 37.39015197753906], [151.8739776611328, 37.01763916015625]]","[-0.9999929070472717, 0.00013914803275838494]"
2.0,48.471393179148436,"[[46.038731665261416, -156.27528478289508], [46.03747085731619, -156.1951096274066], [46.089319014823246, -156.8927996663075], [46.12193489752404, -158.30682767071195]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.50059509277344, 37.389923095703125], [153.5005340576172, 37.01741027832031], [151.85775756835938, 37.39015197753906], [151.8577117919922, 37.01763916015625]]","[-0.9999921321868896, 0.00013914793089497834]"
2.0,48.57139318063855,"[[46.0398370767818, -156.2806825555888], [46.03747395269181, -156.192581859165], [46.0873660766723, -156.88148066023479], [46.117620608535915, -158.30041552409696]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.48680114746094, 37.389923095703125], [153.4867401123047, 37.01741027832031], [151.84396362304688, 37.39015197753906], [151.8439178466797, 37.01763916015625]]","[-0.9999914169311523, 0.00013914782903157175]"
2.0,48.67139318212867,"[[46.042029125383216, -156.28109036934595], [46.04014448690918, -156.1934370450076], [46.08983278618606, -156.8783435257183], [46.12072653451117, -158.28456579117568]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.47511291503906, 37.389923095703125], [153.47506713867188, 37.01741027832031], [151.83229064941406, 37.39015197753906], [151.83224487304688, 37.01763916015625]]","[-0.9999908804893494, 0.0001391477562719956]"
2.0,48.771393183618784,"[[46.04523880092751, -156.2714431545055], [46.04776709357162, -156.21374245465228], [46.094575768537375, -156.9850039846542], [46.11782314633749, -158.50877777808813]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.46522521972656, 37.389923095703125], [153.46517944335938, 37.01741027832031], [151.82240295410156, 37.39015197753906], [151.82235717773438, 37.01763916015625]]","[-0.9999903440475464, 0.00013914768351241946]"
2.0,48.8713931851089,"[[46.04037043528073, -156.28607493434922], [46.03629007332552, -156.1862338555304], [46.085791885360905, -156.85175157986808], [46.116750048215025, -158.24946990751297]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.4568328857422, 37.389923095703125], [153.456787109375, 37.01741027832031], [151.8140106201172, 37.39015197753906], [151.81396484375, 37.01763916015625]]","[-0.9999898672103882, 0.00013914761075284332]"
2.0,48.971393186599016,"[[46.04110307856301, -156.28169224728674], [46.03968979169724, -156.1967474037885], [46.08934571698957, -156.89893885847778], [46.118706503043995, -158.34140914639093]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.44973754882812, 37.389923095703125], [153.44969177246094, 37.01741027832031], [151.80691528320312, 37.39015197753906], [151.80685424804688, 37.01763916015625]]","[-0.9999895095825195, 0.00013914756709709764]"
2.0,49.07139318808913,"[[46.040166126990314, -156.28349672798075], [46.037783184733485, -156.19003781929163], [46.088808641055124, -156.86960262491746], [46.12105683313504, -158.28133130336735]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.44371032714844, 37.389923095703125], [153.44366455078125, 37.01741027832031], [151.80088806152344, 37.39015197753906], [151.8008270263672, 37.01763916015625]]","[-0.9999891519546509, 0.00013914750888943672]"
2.0,49.17139318957925,"[[46.045615262587894, -156.2717333684279], [46.04856157157454, -156.21323882274874], [46.095118671717906, -156.98898492599704], [46.11753491031495, -158.52543852772962]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.4385986328125, 37.389923095703125], [153.4385528564453, 37.01741027832031], [151.7957763671875, 37.39015197753906], [151.79571533203125, 37.01763916015625]]","[-0.9999889135360718, 0.00013914747978560627]"
2.0,49.271393191069365,"[[46.03751882981827, -156.2867504877696], [46.03374760217445, -156.1832354504775], [46.08630059403566, -156.8451381836908], [46.12040495894881, -158.2451385099463]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43426513671875, 37.389923095703125], [153.43421936035156, 37.01741027832031], [151.79144287109375, 37.39015197753906], [151.7913818359375, 37.01763916015625]]","[-0.9999886155128479, 0.00013914743612986058]"
2.0,49.37139319255948,"[[46.042959370403864, -156.2838030122375], [46.04176900962403, -156.19751412052858], [46.09038097922, -156.9014660842244], [46.118217292259004, -158.35222621652977]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43284606933594, 37.389923095703125], [153.43280029296875, 37.01740646362305], [151.79002380371094, 37.39015579223633], [151.78997802734375, 37.01763916015625]]","[-0.9999902844429016, 0.00014296233712229878]"
2.0,49.4713931940496,"[[46.03953167240759, -156.28474648940036], [46.0372290210308, -156.190853236146], [46.08876359356746, -156.87500796767415], [46.12111498463679, -158.29995202486393]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43289184570312, 37.389923095703125], [153.43284606933594, 37.01740646362305], [151.79006958007812, 37.39015579223633], [151.79000854492188, 37.01763916015625]]","[-0.9999895095825195, 0.00014296222070697695]"
2.0,49.57139319553971,"[[46.04277377263686, -156.27842567260979], [46.04340616076696, -156.20688007837182], [46.09154425659905, -156.9513904902459], [46.11721684656952, -158.45521242008937]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43295288085938, 37.389923095703125], [153.43289184570312, 37.01740646362305], [151.79013061523438, 37.39015579223633], [151.79006958007812, 37.01763916015625]]","[-0.9999885559082031, 0.0001429620897397399]"
2.0,49.67139319702983,"[[46.04000931821869, -156.2799875410214], [46.03883883683655, -156.19789259384194], [46.089991871890525, -156.90189423411712], [46.12197902781129, -158.337899966982]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
2.0,49.771393198519945,"[[46.04190220950585, -156.2830426336265], [46.040648973070404, -156.19870964014626], [46.0896471166195, -156.90693138211395], [46.11830740025009, -158.36198128982946]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
2.0,49.87139320001006,"[[46.04178466382154, -156.27906944474762], [46.04093468260105, -156.19861879178654], [46.09112169186707, -156.9038667609285], [46.12222980699385, -158.33688764237223]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
2.0,49.97139320150018,"[[46.04348913405337, -156.2770368201467], [46.0444868360926, -156.20707038825887], [46.09247966056335, -156.9556079055696], [46.11805960698867, -158.4627671893999]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
2.0,50.07139320299029,"[[46.04266364599698, -156.286547985597], [46.04020473013649, -156.19146070649296], [46.08962968403017, -156.8706944148345], [46.120487713035686, -158.2860438326424]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
2.0,50.17139320448041,"[[46.04177764734074, -156.28304612256693], [46.04054580259237, -156.1987139814281], [46.08967240717662, -156.9086495496462], [46.11819246781271, -158.36766369920235]]","[[156.2783966064453, 44.21657180786133], [158.40594482421875, 44.27412796020508], [156.41094970703125, 39.316680908203125], [158.5384979248047, 39.374237060546875]]","[[153.43299865722656, 37.389923095703125], [153.4329376220703, 37.01740646362305], [151.79017639160156, 37.39015579223633], [151.7901153564453, 37.01763916015625]]","[-0.9999879002571106, 0.0001429619878763333]"
